Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
11/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,23.2,ug/m3 LC,77,,,,,,Port Huron,Sulfur dioxide,9.5,ppb,13.0,,,,,,,,,,,,,,,,,,,,,,
11/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.6,ug/m3 LC,26,,,,,,Port Huron,Sulfur dioxide,1.2,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
11/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Port Huron,Sulfur dioxide,1.1,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
11/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,Port Huron,Sulfur dioxide,45.9,ppb,62.0,,,,,,,,,,,,,,,,,,,,,,
11/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.3,ug/m3 LC,35,,,,,,Port Huron,Sulfur dioxide,67.4,ppb,90.0,,,,,,,,,,,,,,,,,,,,,,
11/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.4,ug/m3 LC,24,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.2,ug/m3 LC,40,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.4,ug/m3 LC,19,,,,,,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.4,ug/m3 LC,47,,,,,,Port Huron,Sulfur dioxide,2.0,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
11/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.6,ug/m3 LC,54,,,,,,Port Huron,Sulfur dioxide,2.0,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
11/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.3,ug/m3 LC,29,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,,,,,,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.5,ug/m3 LC,57,,,,,,Port Huron,Sulfur dioxide,1.1,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,15.1,ug/m3 LC,62,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,15.8,ug/m3 LC,63,,,,,,Port Huron,Sulfur dioxide,0.6,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.1,ug/m3 LC,55,,,,,,Port Huron,Sulfur dioxide,3.1,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
12/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.6,ug/m3 LC,20,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,Port Huron,Sulfur dioxide,1.5,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.4,ug/m3 LC,30,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.3,ug/m3 LC,59,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.2,ug/m3 LC,57,,,,,,Port Huron,Sulfur dioxide,4.1,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
12/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,Port Huron,Sulfur dioxide,3.7,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
12/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.8,ug/m3 LC,16,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.0,ug/m3 LC,11,,,,,,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.1,ug/m3 LC,45,,,,,,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.9,ug/m3 LC,27,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.9,ug/m3 LC,54,,,,,,Port Huron,Sulfur dioxide,0.8,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.8,ug/m3 LC,56,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.6,ug/m3 LC,61,,,,,,Port Huron,Sulfur dioxide,14.2,ppb,20.0,,,,,,,,,,,,,,,,,,,,,,
12/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.5,ug/m3 LC,31,,,,,,Port Huron,Sulfur dioxide,14.2,ppb,20.0,,,,,,,,,,,,,,,,,,,,,,
12/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.9,ug/m3 LC,16,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.4,ug/m3 LC,19,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.2,ug/m3 LC,51,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.4,ug/m3 LC,61,,,,,,Port Huron,Sulfur dioxide,63.3,ppb,85.0,,,,,,,,,,,,,,,,,,,,,,
12/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.7,ug/m3 LC,43,,,,,,Port Huron,Sulfur dioxide,22.7,ppb,31.0,,,,,,,,,,,,,,,,,,,,,,
12/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,20.5,ug/m3 LC,72,,,,,,Port Huron,Sulfur dioxide,2.2,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
12/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,18.1,ug/m3 LC,68,,,,,,Port Huron,Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.1,ug/m3 LC,66,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.0,ug/m3 LC,44,,,,,,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
12/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.7,ug/m3 LC,26,,,,,,Port Huron,Sulfur dioxide,1.3,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
12/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.8,ug/m3 LC,16,,,,,,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.3,ug/m3 LC,59,,,,,,Port Huron,Sulfur dioxide,2.4,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
01/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,18.0,ug/m3 LC,68,,,,,,Port Huron,Sulfur dioxide,17.3,ppb,24.0,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.4,ug/m3 LC,66,,,,,,Port Huron,Sulfur dioxide,32.9,ppb,46.0,,,,,,,,,,,,,,,,,,,,,,
01/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.4,ug/m3 LC,41,,,,,,Port Huron,Sulfur dioxide,5.6,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
01/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,,,,,,Port Huron,Sulfur dioxide,4.4,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
01/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.6,ug/m3 LC,42,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.4,ug/m3 LC,19,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,,,,,,Port Huron,Sulfur dioxide,6.2,ppb,9.0,,,,,,,,,,,,,,,,,,,,,,
01/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.9,ug/m3 LC,60,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,23.7,ug/m3 LC,78,,,,,,Port Huron,Sulfur dioxide,6.3,ppb,9.0,,,,,,,,,,,,,,,,,,,,,,
01/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.5,ug/m3 LC,61,,,,,,Port Huron,Sulfur dioxide,4.0,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
01/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.9,ug/m3 LC,62,,,,,,Port Huron,Sulfur dioxide,2.5,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
01/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.3,ug/m3 LC,13,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.2,ug/m3 LC,18,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.0,ug/m3 LC,55,,,,,,Port Huron,Sulfur dioxide,8.3,ppb,11.0,,,,,,,,,,,,,,,,,,,,,,
01/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.6,ug/m3 LC,48,,,,,,Port Huron,Sulfur dioxide,13.1,ppb,19.0,,,,,,,,,,,,,,,,,,,,,,
01/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,Port Huron,Sulfur dioxide,2.6,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
01/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.3,ug/m3 LC,18,,,,,,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.4,ug/m3 LC,30,,,,,,Port Huron,Sulfur dioxide,48.2,ppb,66.0,,,,,,,,,,,,,,,,,,,,,,
01/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.0,ug/m3 LC,17,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,,,,,,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.2,ug/m3 LC,53,,,,,,Port Huron,Sulfur dioxide,2.0,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
01/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.8,ug/m3 LC,38,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.6,ug/m3 LC,56,,,,,,Port Huron,Sulfur dioxide,2.4,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
01/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.5,ug/m3 LC,55,,,,,,Port Huron,Sulfur dioxide,45.7,ppb,62.0,,,,,,,,,,,,,,,,,,,,,,
01/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.7,ug/m3 LC,26,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.9,ug/m3 LC,54,,,,,,Port Huron,Sulfur dioxide,11.8,ppb,16.0,,,,,,,,,,,,,,,,,,,,,,
01/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,Port Huron,Sulfur dioxide,0.8,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.4,ug/m3 LC,52,,,,,,Port Huron,Sulfur dioxide,3.0,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
01/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,,,,,,Port Huron,Sulfur dioxide,0.6,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
01/31/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.7,ug/m3 LC,32,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.7,ug/m3 LC,48,,,,,,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.3,ug/m3 LC,13,,,,,,Port Huron,Sulfur dioxide,0.6,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.3,ug/m3 LC,35,,,,,,Port Huron,Sulfur dioxide,11.3,ppb,16.0,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.7,ug/m3 LC,43,,,,,,Port Huron,Sulfur dioxide,1.0,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
02/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.4,ug/m3 LC,41,,,,,,Port Huron,Sulfur dioxide,9.3,ppb,13.0,,,,,,,,,,,,,,,,,,,,,,
02/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.0,ug/m3 LC,56,,,,,,Port Huron,Sulfur dioxide,8.7,ppb,11.0,,,,,,,,,,,,,,,,,,,,,,
02/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.9,ug/m3 LC,60,,,,,,Port Huron,Sulfur dioxide,4.3,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
02/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,,,,,,Port Huron,Sulfur dioxide,21.4,ppb,30.0,,,,,,,,,,,,,,,,,,,,,,
02/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.1,ug/m3 LC,12,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.7,ug/m3 LC,21,,,,,,Port Huron,Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
02/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,Port Huron,Sulfur dioxide,1.3,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
02/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.2,ug/m3 LC,51,,,,,,Port Huron,Sulfur dioxide,0.8,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,15.5,ug/m3 LC,63,,,,,,Port Huron,Sulfur dioxide,12.8,ppb,17.0,,,,,,,,,,,,,,,,,,,,,,
02/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.3,ug/m3 LC,24,,,,,,Port Huron,Sulfur dioxide,7.2,ppb,10.0,,,,,,,,,,,,,,,,,,,,,,
02/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.0,ug/m3 LC,11,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.8,ug/m3 LC,38,,,,,,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.1,ug/m3 LC,28,,,,,,Port Huron,Sulfur dioxide,5.1,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
02/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.7,ug/m3 LC,32,,,,,,Port Huron,Sulfur dioxide,0.8,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.3,ug/m3 LC,35,,,,,,Port Huron,Sulfur dioxide,10.1,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
02/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.5,ug/m3 LC,31,,,,,,Port Huron,Sulfur dioxide,29.2,ppb,41.0,,,,,,,,,,,,,,,,,,,,,,
02/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Port Huron,Sulfur dioxide,15.8,ppb,21.0,,,,,,,,,,,,,,,,,,,,,,
02/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.3,ug/m3 LC,13,,,,,,Port Huron,Sulfur dioxide,0.6,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,Port Huron,Sulfur dioxide,3.3,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
02/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.0,ug/m3 LC,50,,,,,,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
02/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.5,ug/m3 LC,42,,,,,,Port Huron,Sulfur dioxide,43.4,ppb,60.0,,,,,,,,,,,,,,,,,,,,,,
02/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.6,ug/m3 LC,31,,,,,,Port Huron,Sulfur dioxide,1.0,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
03/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.3,ug/m3 LC,53,Port Huron,Ozone,0.038,ppm,35.0,Port Huron,Sulfur dioxide,25.9,ppb,36.0,,,,,,,,,,,,,,,,,,,,,,
03/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.7,ug/m3 LC,56,Port Huron,Ozone,0.039,ppm,36.0,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.5,ug/m3 LC,54,,,,,,Port Huron,Sulfur dioxide,48.2,ppb,66.0,,,,,,,,,,,,,,,,,,,,,,
03/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.1,ug/m3 LC,55,Port Huron,Ozone,0.045,ppm,42.0,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.4,ug/m3 LC,52,Port Huron,Ozone,0.039,ppm,36.0,Port Huron,Sulfur dioxide,37.0,ppb,52.0,,,,,,,,,,,,,,,,,,,,,,
03/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.1,ug/m3 LC,12,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.5,ug/m3 LC,14,Port Huron,Ozone,0.044,ppm,41.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.9,ug/m3 LC,16,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.5,ug/m3 LC,25,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,Port Huron,Ozone,0.043,ppm,40.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.9,ug/m3 LC,27,Port Huron,Ozone,0.039,ppm,36.0,Port Huron,Sulfur dioxide,10.4,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
03/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.6,ug/m3 LC,20,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,0.6,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.9,ug/m3 LC,16,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.3,ug/m3 LC,24,Port Huron,Ozone,0.04,ppm,37.0,Port Huron,Sulfur dioxide,3.3,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
03/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.6,ug/m3 LC,48,Port Huron,Ozone,0.041,ppm,38.0,Port Huron,Sulfur dioxide,5.8,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
03/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,Port Huron,Ozone,0.04,ppm,37.0,Port Huron,Sulfur dioxide,3.2,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
03/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.0,ug/m3 LC,17,Port Huron,Ozone,0.039,ppm,36.0,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.2,ug/m3 LC,18,Port Huron,Ozone,0.046,ppm,43.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.7,ug/m3 LC,43,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.0,ug/m3 LC,50,Port Huron,Ozone,0.044,ppm,41.0,Port Huron,Sulfur dioxide,2.5,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
03/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,16.2,ug/m3 LC,64,Port Huron,Ozone,0.038,ppm,35.0,Port Huron,Sulfur dioxide,6.6,ppb,9.0,,,,,,,,,,,,,,,,,,,,,,
03/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.4,ug/m3 LC,52,Port Huron,Ozone,0.04,ppm,37.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.8,ug/m3 LC,21,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
03/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.1,ug/m3 LC,23,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,43.6,ppb,60.0,,,,,,,,,,,,,,,,,,,,,,
03/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,Port Huron,Ozone,0.05,ppm,46.0,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
